City,County,Employees,FTemployees,MedianPayK,MedianPayBenesK,TotalCompM,CompCostPerResidentK,MedianPrivatePayK,medianHomeK,medianMortgageK,medianNonMortK,medianRentK,retailK,medianIncomeK,perCapIncomeK,popdensityK,populationK,black,indian,asian,islander,mixed,latino,white,blackLatInd,foreign,homeownerRate,nonenglish,hsgrad,bachelors,noninsured,povertyRate,householdSize,commuteTime
Tustin,Orange,426,246,94.817,118.696,34.091565,0.429,43.558,543.2,2.462,0.572,1.611,28.26,70.822,32.375,7.255866426,80.395,0.024,0.005,0.22,0.004,0.047,0.408,0.293,0.437,0.356,0.484,0.552,0.847,0.401,0.142,0.139,3.05,24.6
Twentynine Palms,San Bernardino,68,29,59.399,82.277,2.881863,0.111,31.646,118.4,1.183,0.307,0.943,2.915,40.888,20.101,0.440463307,26.049,0.086,0.015,0.037,0.005,0.072,0.224,0.561,0.325,0.05,0.294,0.123,0.896,0.223,0.088,0.216,2.69,15.4
Ukiah,Mendocino,330,172,72.792,103.02,19.947015,1.255,35.583,281.4,1.749,0.355,0.961,27.778,38.686,25.736,3.400856531,15.882,0.009,0.031,0.017,0.008,0.05,0.284,0.602,0.324,0.124,0.431,0.236,0.836,0.222,0.161,0.228,2.49,15.7
Union City,Alameda,557,201,100.365,132.67,33.537951,0.456,52.423,561.2,2.599,0.577,1.756,8.655,91.629,32.515,3.868618387,75.322,0.049,0.005,0.509,0.016,0.066,0.209,0.148,0.263,0.446,0.652,0.616,0.892,0.362,0.074,0.079,3.52,33.3
Upland,San Bernardino,406,223,95.548,138.421,34.637014,0.456,45.592,444.2,2.24,0.525,1.253,11.727,62.369,29.988,4.909346991,76.684,0.058,0.004,0.079,0.001,0.044,0.399,0.415,0.461,0.19,0.546,0.339,0.887,0.301,0.119,0.156,2.77,30.9
Vacaville,Solano,941,442,98.569,152.764,81.113538,0.848,50.537,322.6,2.023,0.484,1.416,16.893,76.188,31.04,3.465033486,98.303,0.097,0.006,0.07,0.003,0.082,0.22,0.523,0.323,0.119,0.597,0.193,0.887,0.23,0.078,0.099,2.79,26.6
Vallejo,Solano,566,485,103.31,154.691,83.631007,0.699,44.271,254.1,1.831,0.427,1.25,9.742,59.6,26.828,3.954972286,121.299,0.209,0.004,0.231,0.01,0.07,0.239,0.237,0.452,0.274,0.548,0.37,0.873,0.244,0.134,0.169,2.84,34
Ventura,Ventura,1098,519,90.241,108.781,75.623816,0.693,50.842,254.1,1.831,0.427,1.25,9.742,59.6,26.828,3.954972286,121.299,0.209,0.004,0.231,0.01,0.07,0.239,0.237,0.452,0.274,0.548,0.37,0.873,0.244,0.134,0.169,2.84,34
Vernon,Los Angeles,290,215,125.883,176.945,43.412102,429.822,20,254.1,1.831,0.427,1.25,9.742,59.6,26.828,3.954972286,121.299,0.209,0.004,0.231,0.01,0.07,0.239,0.237,0.452,0.274,0.548,0.37,0.873,0.244,0.134,0.169,2.84,34
Victorville,San Bernardino,468,299,60.842,79.532,29.603842,0.244,35.955,158.9,1.39,0.402,1.154,14.217,45.895,16.498,1.670743373,122.265,0.174,0.009,0.033,0.002,0.054,0.507,0.221,0.69,0.177,0.546,0.345,0.801,0.121,0.149,0.25,3.62,34.2
Villa Park,Orange,16,5,85.703,107.26,0.622269,0.105,99.044,1030.8,3.944,0.872,2.913,4.556,131.386,59.232,2.845192308,5.918,0.025,0,0.181,0,0.021,0.085,0.688,0.11,0.172,0.945,0.208,0.959,0.558,0.051,0.054,2.95,26.2
Visalia,Tulare,931,530,77.264,108.988,67.394027,0.523,37.792,190.5,1.477,0.382,0.939,14.744,52.099,23.068,3.615834483,131.074,0.019,0.012,0.057,0.001,0.044,0.473,0.393,0.504,0.142,0.59,0.33,0.818,0.235,0.109,0.221,3.03,21.2
Vista,San Diego,856,269,75.248,99.02,32.16557,0.326,34.862,392.7,2.131,0.528,1.331,12.698,54.203,23.463,5.442130621,101.659,0.03,0.004,0.051,0.002,0.035,0.474,0.404,0.508,0.25,0.477,0.404,0.781,0.212,0.185,0.17,3.16,24
Walnut,Los Angeles,129,37,72.706,89.481,4.594943,0.153,56.08,679.7,2.665,0.598,2.051,7.749,97.345,36.629,3.342269188,30.047,0.03,0.003,0.625,0,0.033,0.202,0.107,0.235,0.501,0.84,0.646,0.929,0.511,0.09,0.077,3.33,36.5
Walnut Creek,Contra Costa,830,307,97.885,136.932,49.899805,0.738,87.923,647.4,2.883,0.844,1.721,30.029,82.848,53.849,3.498076923,69.122,0.011,0.002,0.137,0.002,0.039,0.084,0.725,0.097,0.223,0.637,0.249,0.977,0.618,0.072,0.065,2.16,32.7
Wasco,Kern,74,45,48.68,57.925,3.984557,0.152,28.455,152.3,1.158,0.341,0.688,3.864,39.559,10.582,2.799045599,26.395,0.065,0.006,0.007,0.002,0.026,0.785,0.11,0.856,0.28,0.506,0.712,0.528,0.04,0.201,0.295,3.89,25.8
Waterford,Stanislaus,27,13,65.277,89.313,1.440468,0.165,40.547,168.7,1.394,0.434,0.901,3.565,49.5,17.617,3.803004292,8.861,0.017,0.004,0.022,0.001,0.058,0.442,0.456,0.463,0.206,0.648,0.386,0.632,0.087,0.15,0.24,3.61,28.9
Watsonville,Santa Cruz,616,322,76.652,100.52,42.9018,0.81,28.704,361,1.929,0.441,1.285,43.047,49.487,17.398,8.041255605,53.796,0.003,0.011,0.029,0.002,0.018,0.8,0.138,0.814,0.374,0.396,0.757,0.586,0.119,0.178,0.176,3.74,23.4
Weed,Siskiyou,46,26,51.532,64.983,2.072181,0.753,33.047,361,1.929,0.441,1.285,43.047,49.487,17.398,8.041255605,53.796,0.003,0.011,0.029,0.002,0.018,0.8,0.138,0.814,0.374,0.396,0.757,0.586,0.119,0.178,0.176,3.74,23.4
West Covina,Los Angeles,841,282,118.447,174.131,50.68272,0.47,41.031,430.8,2.115,0.464,1.449,13.741,71.217,25.437,6.723628429,107.847,0.039,0.006,0.272,0.001,0.04,0.52,0.121,0.565,0.35,0.644,0.577,0.84,0.274,0.139,0.105,3.49,34.5
West Hollywood,Los Angeles,339,187,111.261,146.979,32.384809,0.908,60.685,642.2,2.797,0.821,1.446,33.923,61.127,60.68,19.41693122,36.698,0.043,0.002,0.051,0.001,0.054,0.116,0.732,0.161,0.248,0.205,0.329,0.966,0.649,0.132,0.137,1.6,26.7
Westlake Village,Los Angeles,22,9,88.017,112.786,1.707601,0.202,106.822,819.9,3.032,0.766,2.354,35.9,130.272,68.453,1.628516378,8.452,0.011,0.001,0.082,0,0.044,0.073,0.789,0.085,0.147,0.868,0.138,0.981,0.677,0.034,0.062,2.48,27.6
Westminster,Orange,374,199,100.399,125.772,29.404644,0.32,40.309,499.4,2.213,0.483,1.364,16.048,55.287,23.755,9.110945274,91.565,0.008,0.005,0.472,0.002,0.032,0.236,0.245,0.249,0.451,0.527,0.646,0.768,0.228,0.152,0.179,3.35,27.7
Westmorland,Imperial,34,7,60.814,68.38,0.875025,0.434,27.826,499.4,2.213,0.483,1.364,16.048,55.287,23.755,9.110945274,91.565,0.008,0.005,0.472,0.002,0.032,0.236,0.245,0.249,0.451,0.527,0.646,0.768,0.228,0.152,0.179,3.35,27.7
West Sacramento,Yolo,750,312,94.22,120.48,44.858739,0.872,41.41,276.4,1.872,0.445,0.907,11.062,57.023,26.414,2.472281848,52.981,0.039,0.007,0.103,0.01,0.084,0.302,0.456,0.348,0.232,0.543,0.391,0.834,0.266,0.124,0.163,2.85,23.3
Wheatland,Yuba,37,18,62.695,67.037,1.589606,0.439,48.464,276.4,1.872,0.445,0.907,11.062,57.023,26.414,2.472281848,52.981,0.039,0.007,0.103,0.01,0.084,0.302,0.456,0.348,0.232,0.543,0.391,0.834,0.266,0.124,0.163,2.85,23.3
Whittier,Los Angeles,788,255,75.789,117.467,48.936067,0.564,44.198,458.5,2.285,0.46,1.222,7.193,67.431,28.508,5.930580205,86.883,0.016,0.003,0.048,0.002,0.031,0.664,0.237,0.683,0.181,0.572,0.423,0.841,0.248,0.123,0.118,3.08,31.7
Wildomar,Riverside,17,10,77.082,103.696,1.47991,0.042,40.989,266.9,1.775,0.445,1.405,3.329,62.976,22.707,1.521401435,36.042,0.051,0.009,0.049,0.004,0.031,0.391,0.465,0.451,0.193,0.699,0.33,0.832,0.166,0.14,0.161,3.53,37
Williams,Colusa,40,29,62.04,86.046,2.957373,0.573,31.592,162.7,1.439,0.402,1.012,7.188,55.9,23.1,0.954411765,5.192,0.011,0.003,0.025,0,0.012,0.758,0.191,0.772,0.4,0.654,0.691,0.538,0.084,0.228,0.139,3.49,23
Willits,Mendocino,81,37,64.716,85.425,4.276456,0.882,32.473,162.7,1.439,0.402,1.012,7.188,55.9,23.1,0.954411765,5.192,0.011,0.003,0.025,0,0.012,0.758,0.191,0.772,0.4,0.654,0.691,0.538,0.084,0.228,0.139,3.49,23
Willows,Glenn,89,21,61.848,82.534,2.58306,0.424,27.927,190.6,1.212,0.412,0.747,13.625,39.038,20.67,2.132280702,6.077,0.019,0.036,0.031,0,0.065,0.371,0.478,0.426,0.211,0.387,0.366,0.71,0.109,0.179,0.184,2.71,17.2
Windsor,Sonoma,195,87,84.152,112.656,11.489139,0.42,53.596,190.6,1.212,0.412,0.747,13.625,39.038,20.67,2.132280702,6.077,0.019,0.036,0.031,0,0.065,0.371,0.478,0.426,0.211,0.387,0.366,0.71,0.109,0.179,0.184,2.71,17.2
Winters,Yolo,106,36,86.497,113.242,4.595928,0.659,40.151,283.6,1.741,0.459,0.998,2.545,67.229,29.549,2.454982818,7.144,0.008,0.009,0.008,0,0.04,0.518,0.418,0.535,0.256,0.656,0.423,0.765,0.25,0.141,0.082,2.99,29.1
Woodlake,Tulare,42,21,59.048,76.746,2.093366,0.276,25.974,121.3,1.066,0.3,0.629,2.316,34.583,12.272,3.388,7.623,0.005,0.003,0,0.003,0.014,0.853,0.123,0.861,0.293,0.59,0.714,0.559,0.072,0.155,0.332,3.61,26.7
Woodland,Yolo,545,258,84.067,118.058,34.994783,0.608,40.1,288.2,1.75,0.449,1.012,12.498,56.956,25.913,3.860653595,59.068,0.013,0.013,0.082,0.003,0.035,0.448,0.407,0.474,0.232,0.549,0.426,0.796,0.252,0.144,0.136,2.85,21.5
Woodside,San Mateo,31,16,105.579,127.813,2.342817,0.426,184.297,288.2,1.75,0.449,1.012,12.498,56.956,25.913,3.860653595,59.068,0.013,0.013,0.082,0.003,0.035,0.448,0.407,0.474,0.232,0.549,0.426,0.796,0.252,0.144,0.136,2.85,21.5
Yorba Linda,Orange,241,86,78.065,102.385,11.970302,0.177,79.358,728.3,3.037,0.706,1.777,8.469,119.697,48.249,3.502823409,68.235,0.011,0.001,0.175,0.001,0.053,0.162,0.597,0.174,0.19,0.824,0.246,0.958,0.52,0.057,0.038,3.07,32.1
Yountville,Napa,88,25,71.366,101.38,3.444142,1.151,80.955,728.3,3.037,0.706,1.777,8.469,119.697,48.249,3.502823409,68.235,0.011,0.001,0.175,0.001,0.053,0.162,0.597,0.174,0.19,0.824,0.246,0.958,0.52,0.057,0.038,3.07,32.1
Yreka,Siskiyou,137,27,64.134,78.689,3.969957,0.522,33.466,149.8,1.164,0.411,0.758,22.554,30.202,19.939,0.761122245,7.596,0.004,0.06,0.008,0.004,0.07,0.095,0.76,0.159,0.033,0.52,0.048,0.847,0.164,0.093,0.312,2.27,14.2
Yuba City,Sutter,517,215,86.489,122.616,33.942033,0.513,36.918,210.2,1.496,0.468,0.945,15.592,50.788,23.2,4.584705075,66.845,0.024,0.007,0.182,0.004,0.063,0.279,0.441,0.31,0.249,0.527,0.404,0.793,0.177,0.156,0.183,2.96,25.4
Yucaipa,San Bernardino,219,42,64.506,85.047,5.31894,0.1,47.448,241.7,1.8,0.455,1.031,5.195,55.7,25.313,1.911401936,53.309,0.015,0.004,0.023,0.013,0.031,0.329,0.585,0.348,0.106,0.724,0.217,0.866,0.199,0.122,0.175,2.88,28
Yucca Valley,San Bernardino,81,32,58.349,79.985,3.367637,0.157,36.401,241.7,1.8,0.455,1.031,5.195,55.7,25.313,1.911401936,53.309,0.015,0.004,0.023,0.013,0.031,0.329,0.585,0.348,0.106,0.724,0.217,0.866,0.199,0.122,0.175,2.88,28
